,rank,id,artist,song,year,query,searcher,clean_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
806,7,807,"Cardi B, Bad Bunny and J Balvin",I Like It,2018,"Cardi B,","Cardi B, I Like It",Bad Bunny,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,4.223166666666667,4
806,7,807,"Cardi B, Bad Bunny and J Balvin",I Like It,2018,"Cardi B,","Cardi B, I Like It",J Balvin,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,4.223166666666667,4
807,8,808,"Zedd, Maren Morris and Grey",The Middle,2018,"Zedd, Maren","Zedd, Maren The Middle",Zedd,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,3.078866666666667,4
807,8,808,"Zedd, Maren Morris and Grey",The Middle,2018,"Zedd, Maren","Zedd, Maren The Middle",Maren Morris,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,3.078866666666667,4
807,8,808,"Zedd, Maren Morris and Grey",The Middle,2018,"Zedd, Maren","Zedd, Maren The Middle",Grey,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,3.078866666666667,4
808,9,809,Drake,In My Feelings,2018,Drake,Drake In My Feelings,Drake,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,3.6320833333333336,4
809,10,810,Maroon 5 featuring Cardi B,Girls Like You,2018,Maroon 5,Maroon 5 Girls Like You,Maroon 5,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,3.92575,4
809,10,810,Maroon 5 featuring Cardi B,Girls Like You,2018,Maroon 5,Maroon 5 Girls Like You,Cardi B,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,3.92575,4
810,11,811,Drake,Nice for What,2018,Drake,Drake Nice for What,Drake,0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,3.51245,4
811,12,812,Juice Wrld,Lucid Dreams,2018,Juice Wrld,Juice Wrld Lucid Dreams,Juice WRLD,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,3.9972666666666665,4
812,13,813,Post Malone,Better Now,2018,Post Malone,Post Malone Better Now,Post Malone,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,3.85445,4
813,14,814,Bruno Mars featuring Cardi B,Finesse,2018,Bruno Mars,Bruno Mars Finesse,Bruno Mars,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,3.6214833333333334,4
813,14,814,Bruno Mars featuring Cardi B,Finesse,2018,Bruno Mars,Bruno Mars Finesse,Cardi B,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,3.6214833333333334,4
814,15,815,Ella Mai,Boo'd Up,2018,Ella Mai,Ella Mai Boo'd Up,Ella Mai,0.561,0.779,10,-5.107,0,0.0531,0.0862,0.0,0.078,0.235,81.965,4.267733333333333,4
815,16,816,Dua Lipa,New Rules,2018,Dua Lipa,Dua Lipa New Rules,Dua Lipa,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,3.4886666666666666,4
816,17,817,XXXTentacion,Sad!,2018,XXXTentacion,XXXTentacion Sad!,XXXTENTACION,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,2.7767666666666666,4
817,18,818,Camila Cabello,Never Be the Same,2018,Camila Cabello,Camila Cabello Never Be the Same,Camila Cabello,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,3.7828833333333334,4
818,19,819,Khalid and Normani,Love Lies,2018,Khalid and,Khalid and Love Lies,Grant Richards,0.731,0.592,6,-8.588,1,0.0615,0.519,0.0,0.111,0.427,143.954,3.3057,4
819,20,820,Ariana Grande,No Tears Left to Cry,2018,Ariana Grande,Ariana Grande No Tears Left to Cry,Ariana Grande,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,3.432,4
820,21,821,Bazzi,Mine,2018,Bazzi,Bazzi Mine,Bazzi,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,2.1844,4
821,22,822,Imagine Dragons,Thunder,2018,Imagine Dragons,Imagine Dragons Thunder,Imagine Dragons,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,3.1191166666666668,4
822,23,823,BlocBoy JB featuring Drake,Look Alive,2018,BlocBoy JB,BlocBoy JB Look Alive,BlocBoy JB,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,3.02105,4
822,23,823,BlocBoy JB featuring Drake,Look Alive,2018,BlocBoy JB,BlocBoy JB Look Alive,Drake,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,3.02105,4
823,24,824,Taylor Swift,Delicate,2018,Taylor Swift,Taylor Swift Delicate,Taylor Swift,0.749,0.405,9,-10.178,0,0.0665,0.216,0.000358,0.0911,0.0509,95.044,3.8708833333333335,4
824,25,825,Lil Baby and Drake,Yes Indeed,2018,Lil Baby,Lil Baby Yes Indeed,Lil Baby,0.964,0.346,5,-9.309,0,0.53,0.035,0.0,0.108,0.562,119.958,2.3712166666666668,4
824,25,825,Lil Baby and Drake,Yes Indeed,2018,Lil Baby,Lil Baby Yes Indeed,Drake,0.964,0.346,5,-9.309,0,0.53,0.035,0.0,0.108,0.562,119.958,2.3712166666666668,4
825,26,826,Marshmello and Anne-Marie,Friends,2018,Marshmello and,Marshmello and Friends,Marshmello,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,3.3770166666666666,4
825,26,826,Marshmello and Anne-Marie,Friends,2018,Marshmello and,Marshmello and Friends,Anne-Marie,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,3.3770166666666666,4
826,27,827,Halsey,Bad at Love,2018,Halsey,Halsey Bad at Love,Halsey,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,3.021316666666667,4
827,28,828,Tyga featuring Offset,Taste,2018,Tyga featuring,Tyga  Taste,Tyga,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,3.88265,4
827,28,828,Tyga featuring Offset,Taste,2018,Tyga featuring,Tyga  Taste,Offset,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,3.88265,4
828,29,829,NF,Let You Down,2018,NF,NF Let You Down,NF,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,3.5353333333333334,4
829,30,830,G-Eazy featuring ASAP Rocky and Cardi B,No Limit,2018,G-Eazy featuring,G-Eazy  No Limit,G-Eazy,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,4.089783333333333,4
829,30,830,G-Eazy featuring ASAP Rocky and Cardi B,No Limit,2018,G-Eazy featuring,G-Eazy  No Limit,A$AP Rocky,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,4.089783333333333,4
829,30,830,G-Eazy featuring ASAP Rocky and Cardi B,No Limit,2018,G-Eazy featuring,G-Eazy  No Limit,Cardi B,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,4.089783333333333,4
830,31,831,6ix9ine featuring Nicki Minaj and Murda Beatz,Fefe,2018,6ix9ine featuring,6ix9ine  Fefe,6ix9ine,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,2.990083333333333,4
830,31,831,6ix9ine featuring Nicki Minaj and Murda Beatz,Fefe,2018,6ix9ine featuring,6ix9ine  Fefe,Nicki Minaj,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,2.990083333333333,4
830,31,831,6ix9ine featuring Nicki Minaj and Murda Beatz,Fefe,2018,6ix9ine featuring,6ix9ine  Fefe,Murda Beatz,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,2.990083333333333,4
831,32,832,Dan + Shay,Tequila,2018,Dan +,Dan + Tequila,Dan + Shay,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,3.2791166666666665,4
832,33,833,Portugal. The Man,Feel It Still,2018,Portugal. The,Portugal. The Feel It Still,Portugal. The Man,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,2.7208833333333335,4
833,34,834,"Migos, Nicki Minaj and Cardi B",MotorSport,2018,"Migos, Nicki","Migos, Nicki MotorSport",Migos,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,5.051283333333333,4
833,34,834,"Migos, Nicki Minaj and Cardi B",MotorSport,2018,"Migos, Nicki","Migos, Nicki MotorSport",Nicki Minaj,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,5.051283333333333,4
833,34,834,"Migos, Nicki Minaj and Cardi B",MotorSport,2018,"Migos, Nicki","Migos, Nicki MotorSport",Cardi B,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,5.051283333333333,4
834,35,835,Lauv,I Like Me Better,2018,Lauv,Lauv I Like Me Better,Lauv,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,3.2906166666666667,4
835,36,836,5 Seconds of Summer,Youngblood,2018,5 Seconds,5 Seconds Youngblood,5 Seconds of Summer,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,3.3903,4
836,37,837,Imagine Dragons,Whatever It Takes,2018,Imagine Dragons,Imagine Dragons Whatever It Takes,Imagine Dragons,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,3.354,4
837,38,838,Offset and Metro Boomin,Ric Flair Drip,2018,Offset and,Offset and Ric Flair Drip,Offset,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,2.88,4
837,38,838,Offset and Metro Boomin,Ric Flair Drip,2018,Offset and,Offset and Ric Flair Drip,Metro Boomin,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,2.88,4
838,39,839,Post Malone,I Fall Apart,2018,Post Malone,Post Malone I Fall Apart,Post Malone,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,3.72245,4
839,40,840,The Weeknd and Kendrick Lamar,Pray for Me,2018,The Weeknd,The Weeknd Pray for Me,The Weeknd,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,3.524,4
839,40,840,The Weeknd and Kendrick Lamar,Pray for Me,2018,The Weeknd,The Weeknd Pray for Me,Kendrick Lamar,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,3.524,4
840,41,841,Selena Gomez,Back to You,2018,Selena Gomez,Selena Gomez Back to You,Selena Gomez,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,3.4650833333333333,4
841,42,842,Travis Scott,Sicko Mode,2018,Travis Scott,Travis Scott Sicko Mode,Travis Scott,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,5.213666666666667,4
842,43,843,Migos featuring Drake,Walk It Talk It,2018,Migos featuring,Migos  Walk It Talk It,Migos,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,4.60245,4
842,43,843,Migos featuring Drake,Walk It Talk It,2018,Migos featuring,Migos  Walk It Talk It,Drake,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,4.60245,4
843,44,844,Lil Pump,Gucci Gang,2018,Lil Pump,Lil Pump Gucci Gang,Lil Pump,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,2.0676,4
844,45,845,G-Eazy and Halsey,Him & I,2018,G-Eazy and,G-Eazy and Him & I,G-Eazy,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,4.481116666666667,4
844,45,845,G-Eazy and Halsey,Him & I,2018,G-Eazy and,G-Eazy and Him & I,Halsey,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,4.481116666666667,4
845,46,846,Shawn Mendes,In My Blood,2018,Shawn Mendes,Shawn Mendes In My Blood,Shawn Mendes,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,3.522666666666667,4
846,47,847,Kendrick Lamar and SZA,All the Stars,2018,Kendrick Lamar,Kendrick Lamar All the Stars,Kendrick Lamar,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,3.8697833333333334,4
846,47,847,Kendrick Lamar and SZA,All the Stars,2018,Kendrick Lamar,Kendrick Lamar All the Stars,SZA,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,3.8697833333333334,4
847,48,848,Migos,Stir Fry,2018,Migos,Migos Stir Fry,Migos,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,3.171466666666667,4
848,49,849,Sam Smith,Too Good at Goodbyes,2018,Sam Smith,Sam Smith Too Good at Goodbyes,Sam Smith,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,3.35,4
849,50,850,Kendrick Lamar featuring Zacari,Love,2018,Kendrick Lamar,Kendrick Lamar Love,Kendrick Lamar,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,3.5566666666666666,4
849,50,850,Kendrick Lamar featuring Zacari,Love,2018,Kendrick Lamar,Kendrick Lamar Love,Zacari,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,3.5566666666666666,4
850,51,851,Childish Gambino,This Is America,2018,Childish Gambino,Childish Gambino This Is America,Childish Gambino,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,3.7628833333333334,4
851,52,852,Drake,Nonstop,2018,Drake,Drake Nonstop,Drake,0.912,0.412,7,-8.074,1,0.124,0.0164,0.013,0.104,0.422,154.983,3.9769,4
852,53,853,Kane Brown,Heaven,2018,Kane Brown,Kane Brown Heaven,Kane Brown,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.009,2.9917833333333332,4
853,54,854,Cardi B,Bodak Yellow,2018,Cardi B,Cardi B Bodak Yellow,Cardi B,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,3.72855,4
854,55,855,Lil Dicky featuring Chris Brown,Freaky Friday,2018,Lil Dicky,Lil Dicky Freaky Friday,Lil Dicky,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,3.610533333333333,4
854,55,855,Lil Dicky featuring Chris Brown,Freaky Friday,2018,Lil Dicky,Lil Dicky Freaky Friday,Chris Brown,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,3.610533333333333,4
855,56,856,6ix9ine,Gummo,2018,6ix9ine,6ix9ine Gummo,6ix9ine,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,2.6273833333333334,4
856,57,857,Rich the Kid,Plug Walk,2018,Rich the,Rich the Plug Walk,Rich The Kid,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,2.9205,4
857,58,858,Maroon 5,Wait,2018,Maroon 5,Maroon 5 Wait,Maroon 5,0.655,0.603,8,-5.014,1,0.0555,0.0959,0.0,0.107,0.452,126.088,3.1773833333333332,4
858,59,859,Cardi B,Be Careful,2018,Cardi B,Cardi B Be Careful,Cardi B,0.82,0.568,6,-8.23,0,0.411,0.0256,0.0,0.0952,0.535,152.279,3.513116666666667,4
859,60,860,Selena Gomez and Marshmello,Wolves,2018,Selena Gomez,Selena Gomez Wolves,Selena Gomez,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,3.2998833333333333,4
859,60,860,Selena Gomez and Marshmello,Wolves,2018,Selena Gomez,Selena Gomez Wolves,Marshmello,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,3.2998833333333333,4
860,61,861,Cardi B featuring 21 Savage,Bartier Cardi,2018,Cardi B,Cardi B Bartier Cardi,Cardi B,0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015,3.7380833333333334,4
860,61,861,Cardi B featuring 21 Savage,Bartier Cardi,2018,Cardi B,Cardi B Bartier Cardi,21 Savage,0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015,3.7380833333333334,4
861,62,862,Ariana Grande,God Is a Woman,2018,Ariana Grande,Ariana Grande God Is a Woman,Ariana Grande,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,3.29245,4
862,63,863,"YG featuring 2 Chainz, Nicki Minaj and Big Sean",Big Bank,2018,YG featuring,YG  Big Bank,YG,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,3.954,4
862,63,863,"YG featuring 2 Chainz, Nicki Minaj and Big Sean",Big Bank,2018,YG featuring,YG  Big Bank,2 Chainz,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,3.954,4
862,63,863,"YG featuring 2 Chainz, Nicki Minaj and Big Sean",Big Bank,2018,YG featuring,YG  Big Bank,Big Sean,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,3.954,4
862,63,863,"YG featuring 2 Chainz, Nicki Minaj and Big Sean",Big Bank,2018,YG featuring,YG  Big Bank,Nicki Minaj,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,3.954,4
863,64,864,Demi Lovato,Sorry Not Sorry,2018,Demi Lovato,Demi Lovato Sorry Not Sorry,Demi Lovato,0.705,0.64,11,-6.928,0,0.225,0.0237,0.0,0.262,0.887,144.077,3.396,4
864,65,865,Charlie Puth,How Long,2018,Charlie Puth,Charlie Puth How Long,Charlie Puth,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,3.34755,4
865,66,866,Max featuring Gnash,Lights Down Low,2018,Max featuring,Max  Lights Down Low,MAX,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019,3.730783333333333,4
866,67,867,Khalid,Young Dumb & Broke,2018,Khalid,Khalid Young Dumb & Broke,Khalid,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,3.375783333333333,4
867,68,868,Calvin Harris and Dua Lipa,One Kiss,2018,Calvin Harris,Calvin Harris One Kiss,Calvin Harris,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,3.580783333333333,4
867,68,868,Calvin Harris and Dua Lipa,One Kiss,2018,Calvin Harris,Calvin Harris One Kiss,Dua Lipa,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,3.580783333333333,4
868,69,869,Imagine Dragons,Natural,2018,Imagine Dragons,Imagine Dragons Natural,Imagine Dragons,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,3.157783333333333,4
869,70,870,Jason Aldean,You Make It Easy,2018,Jason Aldean,Jason Aldean You Make It Easy,Jason Aldean,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,3.28,3
870,71,871,Ed Sheeran,Shape of You,2018,Ed Sheeran,Ed Sheeran Shape of You,Ed Sheeran,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,3.8952166666666668,4
871,72,872,Gucci Mane featuring Migos,I Get the Bag,2018,Gucci Mane,Gucci Mane I Get the Bag,Gucci Mane,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,3.8847833333333335,4
871,72,872,Gucci Mane featuring Migos,I Get the Bag,2018,Gucci Mane,Gucci Mane I Get the Bag,Migos,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,3.8847833333333335,4
872,73,873,"DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",No Brainer,2018,DJ Khaled,DJ Khaled No Brainer,DJ Khaled,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,4.333333333333333,5
872,73,873,"DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",No Brainer,2018,DJ Khaled,DJ Khaled No Brainer,Justin Bieber,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,4.333333333333333,5
872,73,873,"DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",No Brainer,2018,DJ Khaled,DJ Khaled No Brainer,Quavo,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,4.333333333333333,5
872,73,873,"DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",No Brainer,2018,DJ Khaled,DJ Khaled No Brainer,Chance the Rapper,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,4.333333333333333,5
873,74,874,ASAP Ferg featuring Nicki Minaj,Plain Jane,2018,ASAP Ferg,ASAP Ferg Plain Jane,A$AP Ferg,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,2.8933333333333335,4
874,75,875,Miguel featuring Travis Scott,Sky Walker,2018,Miguel featuring,Miguel  Sky Walker,Miguel,0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,4.322216666666667,4
874,75,875,Miguel featuring Travis Scott,Sky Walker,2018,Miguel featuring,Miguel  Sky Walker,Travis Scott,0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,4.322216666666667,4
875,76,876,Thomas Rhett,Marry Me,2018,Thomas Rhett,Thomas Rhett Marry Me,Thomas Rhett,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028,3.4242166666666667,4
876,77,877,"Benny Blanco, Halsey and Khalid",Eastside,2018,"Benny Blanco,","Benny Blanco, Eastside",benny blanco,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,2.8966666666666665,4
876,77,877,"Benny Blanco, Halsey and Khalid",Eastside,2018,"Benny Blanco,","Benny Blanco, Eastside",Halsey,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,2.8966666666666665,4
876,77,877,"Benny Blanco, Halsey and Khalid",Eastside,2018,"Benny Blanco,","Benny Blanco, Eastside",Khalid,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,2.8966666666666665,4
877,78,878,The Weeknd,Call Out My Name,2018,The Weeknd,The Weeknd Call Out My Name,The Weeknd,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,3.806216666666667,3
878,79,879,"Jay Rock, Kendrick Lamar, Future and James Blake",King's Dead,2018,"Jay Rock,","Jay Rock, King's Dead",Jay Rock,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,3.8278333333333334,4
878,79,879,"Jay Rock, Kendrick Lamar, Future and James Blake",King's Dead,2018,"Jay Rock,","Jay Rock, King's Dead",Kendrick Lamar,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,3.8278333333333334,4
878,79,879,"Jay Rock, Kendrick Lamar, Future and James Blake",King's Dead,2018,"Jay Rock,","Jay Rock, King's Dead",Future,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,3.8278333333333334,4
878,79,879,"Jay Rock, Kendrick Lamar, Future and James Blake",King's Dead,2018,"Jay Rock,","Jay Rock, King's Dead",James Blake,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,3.8278333333333334,4
879,80,880,Marshmello and Bastille,Happier,2018,Marshmello and,Marshmello and Happier,Vox Freaks,0.659,0.567,5,-9.248,1,0.0363,0.203,0.925,0.121,0.139,100.323,3.5820666666666665,4
880,81,881,"Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and Ozuna",Te Boté,2018,"Nio García,","Nio García, Te Boté",Nio Garcia,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,6.965333333333334,4
880,81,881,"Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and Ozuna",Te Boté,2018,"Nio García,","Nio García, Te Boté",Casper Magico,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,6.965333333333334,4
880,81,881,"Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and Ozuna",Te Boté,2018,"Nio García,","Nio García, Te Boté",Bad Bunny,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,6.965333333333334,4
880,81,881,"Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and Ozuna",Te Boté,2018,"Nio García,","Nio García, Te Boté",Darell,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,6.965333333333334,4
880,81,881,"Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and Ozuna",Te Boté,2018,"Nio García,","Nio García, Te Boté",Ozuna,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,6.965333333333334,4
880,81,881,"Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and Ozuna",Te Boté,2018,"Nio García,","Nio García, Te Boté",Nicky Jam,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,6.965333333333334,4
881,82,882,Florida Georgia Line,Simple,2018,Florida Georgia,Florida Georgia Simple,Florida Georgia Line,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,3.0866666666666664,4
882,83,883,N.E.R.D and Rihanna,Lemon,2018,N.E.R.D and,N.E.R.D and Lemon,N.E.R.D,0.777,0.657,1,-6.434,1,0.237,0.000738,3.34e-06,0.0932,0.245,189.992,3.76845,4
882,83,883,N.E.R.D and Rihanna,Lemon,2018,N.E.R.D and,N.E.R.D and Lemon,Rihanna,0.777,0.657,1,-6.434,1,0.237,0.000738,3.34e-06,0.0932,0.245,189.992,3.76845,4
882,83,883,N.E.R.D and Rihanna,Lemon,2018,N.E.R.D and,N.E.R.D and Lemon,Drake,0.777,0.657,1,-6.434,1,0.237,0.000738,3.34e-06,0.0932,0.245,189.992,3.76845,4
883,84,884,Logic featuring Alessia Cara and Khalid,1-800-273-8255,2018,Logic featuring,Logic  1-800-273-8255,Logic,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,4.16955,4
883,84,884,Logic featuring Alessia Cara and Khalid,1-800-273-8255,2018,Logic featuring,Logic  1-800-273-8255,Alessia Cara,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,4.16955,4
883,84,884,Logic featuring Alessia Cara and Khalid,1-800-273-8255,2018,Logic featuring,Logic  1-800-273-8255,Khalid,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,4.16955,4
884,85,885,Justin Timberlake featuring Chris Stapleton,Say Something,2018,Justin Timberlake,Justin Timberlake Say Something,Justin Timberlake,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,4.648216666666666,4
